precinct,country,county_lat,county_long,constitution,Democratic-Farmer-Labor,american delta,libertarian,green,republican,,Independence,Socialist Workers,Legal Marijuana Now
MINNEAPOLIS W-2 P-01|1410,Hennepin County,45.006121,-93.475228,3,1008,0,21,70,134,16,12,1,5
MINNEAPOLIS W-2 P-02|1415,Hennepin County,45.006121,-93.475228,1,1119,0,22,47,80,11,20,4,6
MINNEAPOLIS W-2 P-03|1420,Hennepin County,45.006121,-93.475228,3,1339,1,86,67,165,20,27,5,6
MINNEAPOLIS W-2 P-04|1425,Hennepin County,45.006121,-93.475228,1,909,4,83,27,222,16,23,1,4
MINNEAPOLIS W-2 P-05|1430,Hennepin County,45.006121,-93.475228,0,1767,4,70,65,198,15,27,3,9
MINNEAPOLIS W-2 P-06|1435,Hennepin County,45.006121,-93.475228,1,876,0,33,45,87,12,15,2,4
MINNEAPOLIS W-2 P-07|1440,Hennepin County,45.006121,-93.475228,1,577,0,34,14,89,10,8,2,3
MINNEAPOLIS W-2 P-08|1445,Hennepin County,45.006121,-93.475228,4,2056,0,46,52,210,26,42,2,7
MINNEAPOLIS W-2 P-09|1450,Hennepin County,45.006121,-93.475228,4,766,0,32,39,60,14,14,0,5
MINNEAPOLIS W-2 P-10|1455,Hennepin County,45.006121,-93.475228,1,1254,1,124,49,345,26,35,2,5
MINNEAPOLIS W-2 P-11|1456,Hennepin County,45.006121,-93.475228,2,1030,1,26,34,150,16,21,0,7
MINNEAPOLIS W-3 P-01|1460,Hennepin County,45.006121,-93.475228,3,2272,2,198,59,748,32,48,2,8
MINNEAPOLIS W-3 P-02|1465,Hennepin County,45.006121,-93.475228,3,1987,0,109,83,295,20,32,5,9
MINNEAPOLIS W-3 P-03|1470,Hennepin County,45.006121,-93.475228,2,2143,1,109,48,263,24,33,5,9
MINNEAPOLIS W-3 P-04|1475,Hennepin County,45.006121,-93.475228,1,792,0,31,33,115,13,13,2,10
MINNEAPOLIS W-3 P-05|1480,Hennepin County,45.006121,-93.475228,2,1121,2,55,41,228,14,18,1,6
MINNEAPOLIS W-3 P-06|1485,Hennepin County,45.006121,-93.475228,1,2106,2,91,96,306,22,33,4,13
MINNEAPOLIS W-3 P-07|1490,Hennepin County,45.006121,-93.475228,2,1624,0,128,20,348,24,26,2,1
MINNEAPOLIS W-3 P-08|1495,Hennepin County,45.006121,-93.475228,0,1089,0,60,15,278,11,21,0,5
MINNEAPOLIS W-3 P-09|1500,Hennepin County,45.006121,-93.475228,0,1518,0,88,25,288,21,35,1,4
MINNEAPOLIS W-3 P-10|1501,Hennepin County,45.006121,-93.475228,1,643,0,46,25,137,10,16,0,6
MINNEAPOLIS W-3 P-11|1502,Hennepin County,45.006121,-93.475228,4,1045,0,87,5,217,7,9,0,3
MINNEAPOLIS W-3 P-12|1503,Hennepin County,45.006121,-93.475228,2,561,0,25,11,158,8,5,0,0
MINNEAPOLIS W-4 P-01|1505,Hennepin County,45.006121,-93.475228,3,1047,2,36,34,260,11,18,3,16
MINNEAPOLIS W-4 P-02|1510,Hennepin County,45.006121,-93.475228,9,1562,1,33,45,344,14,27,2,21
MINNEAPOLIS W-4 P-03|1515,Hennepin County,45.006121,-93.475228,4,886,2,25,20,123,11,14,1,10
MINNEAPOLIS W-4 P-04|1520,Hennepin County,45.006121,-93.475228,4,1541,0,71,48,368,24,40,3,18
MINNEAPOLIS W-4 P-05|1525,Hennepin County,45.006121,-93.475228,9,1642,1,36,48,208,23,22,4,28
MINNEAPOLIS W-4 P-06|1530,Hennepin County,45.006121,-93.475228,4,1220,2,29,30,184,13,25,5,10
MINNEAPOLIS W-4 P-07|1535,Hennepin County,45.006121,-93.475228,4,1101,1,51,46,259,13,30,3,9
MINNEAPOLIS W-4 P-08|1540,Hennepin County,45.006121,-93.475228,3,1397,0,50,59,224,19,22,1,11
MINNEAPOLIS W-5 P-01|1555,Hennepin County,45.006121,-93.475228,4,1428,2,21,49,126,16,21,3,13
MINNEAPOLIS W-5 P-02|1560,Hennepin County,45.006121,-93.475228,3,1259,2,13,26,139,20,12,4,14
MINNEAPOLIS W-5 P-03|1565,Hennepin County,45.006121,-93.475228,8,999,0,11,20,51,15,12,4,7
MINNEAPOLIS W-5 P-04|1570,Hennepin County,45.006121,-93.475228,2,960,1,20,29,73,13,8,3,6
MINNEAPOLIS W-5 P-05|1575,Hennepin County,45.006121,-93.475228,1,985,0,15,15,73,11,13,1,7
MINNEAPOLIS W-5 P-06C|1580,Hennepin County,45.006121,-93.475228,2,416,1,14,13,47,6,5,0,5
MINNEAPOLIS W-5 P-07|1585,Hennepin County,45.006121,-93.475228,2,1275,2,20,16,89,15,8,3,10
MINNEAPOLIS W-5 P-08|1590,Hennepin County,45.006121,-93.475228,6,1242,1,15,39,138,15,7,4,14
MINNEAPOLIS W-5 P-09|1595,Hennepin County,45.006121,-93.475228,1,1044,0,35,40,97,14,7,0,11
MINNEAPOLIS W-6 P-01|1605,Hennepin County,45.006121,-93.475228,1,647,0,10,43,38,5,2,1,1
MINNEAPOLIS W-6 P-02|1610,Hennepin County,45.006121,-93.475228,1,1718,0,21,41,80,18,8,1,5
MINNEAPOLIS W-6 P-03|1615,Hennepin County,45.006121,-93.475228,2,2000,1,18,25,77,9,9,2,1
MINNEAPOLIS W-6 P-04|1620,Hennepin County,45.006121,-93.475228,16,1253,2,43,34,436,14,129,3,7
MINNEAPOLIS W-6 P-05|1625,Hennepin County,45.006121,-93.475228,0,861,0,5,21,83,10,20,1,3
MINNEAPOLIS W-6 P-06|1630,Hennepin County,45.006121,-93.475228,6,818,2,25,35,101,10,44,0,6
MINNEAPOLIS W-6 P-07|1635,Hennepin County,45.006121,-93.475228,0,549,0,4,9,55,2,2,1,1
MINNEAPOLIS W-6 P-08|1640,Hennepin County,45.006121,-93.475228,4,850,0,13,23,79,4,14,5,3
MINNEAPOLIS W-6 P-09|1642,Hennepin County,45.006121,-93.475228,2,1354,1,38,72,126,27,12,2,5
MINNEAPOLIS W-7 P-01C|1645,Hennepin County,45.006121,-93.475228,1,846,0,32,19,59,4,9,0,1
MINNEAPOLIS W-7 P-02D|1650,Hennepin County,45.006121,-93.475228,1,1230,0,44,12,136,8,18,1,1
MINNEAPOLIS W-7 P-03|1655,Hennepin County,45.006121,-93.475228,4,1992,1,59,49,199,21,17,5,8
MINNEAPOLIS W-7 P-04D|1660,Hennepin County,45.006121,-93.475228,2,1675,1,73,24,326,23,24,2,2
MINNEAPOLIS W-7 P-05|1665,Hennepin County,45.006121,-93.475228,0,1676,2,59,59,236,16,14,2,7
MINNEAPOLIS W-7 P-06|1670,Hennepin County,45.006121,-93.475228,3,1792,0,118,50,423,29,32,2,12
MINNEAPOLIS W-7 P-07|1675,Hennepin County,45.006121,-93.475228,0,863,0,18,15,126,7,13,0,1
MINNEAPOLIS W-7 P-08|1680,Hennepin County,45.006121,-93.475228,2,2552,1,114,58,471,31,34,6,8
MINNEAPOLIS W-7 P-09|1685,Hennepin County,45.006121,-93.475228,2,1914,0,55,49,209,23,26,1,3
MINNEAPOLIS W-7 P-10|1690,Hennepin County,45.006121,-93.475228,1,538,0,22,23,55,7,2,1,2
MINNEAPOLIS W-8 P-01|1700,Hennepin County,45.006121,-93.475228,3,991,1,19,21,90,5,8,1,4
MINNEAPOLIS W-8 P-02|1705,Hennepin County,45.006121,-93.475228,6,2052,0,77,87,168,24,14,4,13
MINNEAPOLIS W-8 P-03|1710,Hennepin County,45.006121,-93.475228,1,1128,0,24,49,70,12,20,2,9
MINNEAPOLIS W-8 P-04|1715,Hennepin County,45.006121,-93.475228,3,1191,1,28,56,96,11,9,0,11
MINNEAPOLIS W-8 P-05|1720,Hennepin County,45.006121,-93.475228,5,1937,0,68,45,172,16,30,2,12
MINNEAPOLIS W-8 P-06|1725,Hennepin County,45.006121,-93.475228,1,1935,2,51,56,160,19,13,1,9
MINNEAPOLIS W-8 P-07|1730,Hennepin County,45.006121,-93.475228,3,2351,0,76,43,204,21,31,1,7
MINNEAPOLIS W-8 P-08|1735,Hennepin County,45.006121,-93.475228,5,2111,0,52,73,239,22,31,2,12
MINNEAPOLIS W-9 P-01|1750,Hennepin County,45.006121,-93.475228,2,924,0,26,36,55,10,20,1,5
MINNEAPOLIS W-9 P-02|1755,Hennepin County,45.006121,-93.475228,2,1922,2,38,126,101,25,39,4,12
MINNEAPOLIS W-9 P-03|1760,Hennepin County,45.006121,-93.475228,3,1236,2,30,42,110,20,99,3,9
MINNEAPOLIS W-9 P-04|1765,Hennepin County,45.006121,-93.475228,0,849,0,9,47,76,5,18,4,13
MINNEAPOLIS W-9 P-05|1770,Hennepin County,45.006121,-93.475228,1,435,0,4,18,34,6,12,0,8
MINNEAPOLIS W-9 P-06|1775,Hennepin County,45.006121,-93.475228,1,1603,1,39,96,220,16,25,4,12
MINNEAPOLIS W-9 P-07|1780,Hennepin County,45.006121,-93.475228,0,920,0,26,53,68,16,13,1,5
MINNEAPOLIS W-9 P-08|1785,Hennepin County,45.006121,-93.475228,2,155,1,2,5,15,1,1,0,1
MINNEAPOLIS W-9 P-09|1790,Hennepin County,45.006121,-93.475228,2,803,0,19,43,55,10,7,4,6
MINNETONKA BEACH P-01|2230,Hennepin County,45.006121,-93.475228,0,148,0,17,1,181,7,6,0,0
MINNETONKA W-1 P-A|2090,Hennepin County,45.006121,-93.475228,3,902,4,59,22,509,28,31,0,5
MINNETONKA W-1 P-B|2095,Hennepin County,45.006121,-93.475228,3,709,0,61,7,408,19,20,0,6
MINNETONKA W-1 P-C|2100,Hennepin County,45.006121,-93.475228,4,841,0,52,18,435,14,24,3,3
MINNETONKA W-1 P-D|2105,Hennepin County,45.006121,-93.475228,5,1106,0,68,22,649,22,43,1,7
MINNETONKA W-1 P-E|2110,Hennepin County,45.006121,-93.475228,1,591,0,48,9,398,17,25,0,3
MINNETONKA W-1 P-F|2115,Hennepin County,45.006121,-93.475228,1,827,1,60,9,420,22,37,0,4
MINNETONKA W-2 P-A|2120,Hennepin County,45.006121,-93.475228,1,687,1,39,13,365,12,35,0,2
MINNETONKA W-2 P-B|2125,Hennepin County,45.006121,-93.475228,4,1129,1,69,12,501,25,30,0,2
MINNETONKA W-2 P-C|2130,Hennepin County,45.006121,-93.475228,4,1143,0,69,26,612,18,40,1,4
MINNETONKA W-2 P-D|2135,Hennepin County,45.006121,-93.475228,3,1215,0,74,21,521,24,30,0,6
MINNETONKA W-2 P-E|2140,Hennepin County,45.006121,-93.475228,5,921,1,63,19,437,17,37,1,8
MINNETONKA W-3 P-A|2145,Hennepin County,45.006121,-93.475228,4,727,1,41,15,382,8,26,1,6
MINNETONKA W-3 P-B|2150,Hennepin County,45.006121,-93.475228,2,652,0,42,12,522,15,19,0,5
MINNETONKA W-3 P-C|2155,Hennepin County,45.006121,-93.475228,2,829,0,56,13,515,16,24,0,7
MINNETONKA W-3 P-D|2160,Hennepin County,45.006121,-93.475228,5,826,0,55,14,680,20,28,0,3
MINNETONKA W-3 P-E|2165,Hennepin County,45.006121,-93.475228,2,739,1,40,8,391,13,20,0,3
MINNETONKA W-3 P-F|2170,Hennepin County,45.006121,-93.475228,5,1098,1,86,23,744,25,43,1,8
MINNETONKA W-4 P-A|2185,Hennepin County,45.006121,-93.475228,4,570,0,45,11,383,13,21,1,3
MINNETONKA W-4 P-B|2190,Hennepin County,45.006121,-93.475228,2,626,1,47,9,510,8,23,0,4
MINNETONKA W-4 P-C|2195,Hennepin County,45.006121,-93.475228,4,817,2,52,15,585,12,30,2,4
MINNETONKA W-4 P-D|2200,Hennepin County,45.006121,-93.475228,1,923,0,58,15,535,27,44,0,5
MINNETONKA W-4 P-E|2205,Hennepin County,45.006121,-93.475228,2,804,0,69,29,378,13,29,0,6
MINNETONKA W-4 P-F|2210,Hennepin County,45.006121,-93.475228,0,851,1,51,13,498,19,28,0,7
MINNETRISTA P-1A|2240,Hennepin County,45.006121,-93.475228,2,551,0,57,10,798,14,22,1,5
MINNETRISTA P-2A|2245,Hennepin County,45.006121,-93.475228,3,163,0,18,4,265,5,12,0,0
MINNETRISTA P-3A|2247,Hennepin County,45.006121,-93.475228,3,363,0,53,7,629,10,15,0,1
MINNETRISTA P-4A|2248,Hennepin County,45.006121,-93.475228,6,496,0,57,12,735,17,23,1,2
MOUND P-1|2250,Hennepin County,45.006121,-93.475228,5,533,0,57,17,733,16,22,1,9
MOUND P-2|2255,Hennepin County,45.006121,-93.475228,3,555,0,73,17,702,11,28,0,5
MOUND P-3|2260,Hennepin County,45.006121,-93.475228,9,543,0,78,17,725,19,29,0,9
MOUND P-4|2265,Hennepin County,45.006121,-93.475228,4,633,1,65,13,643,15,33,0,7
NEW HOPE P-01|2290,Hennepin County,45.006121,-93.475228,3,626,1,41,14,288,5,16,0,1
NEW HOPE P-02|2295,Hennepin County,45.006121,-93.475228,1,1017,0,63,20,473,14,37,0,5
NEW HOPE P-03|2300,Hennepin County,45.006121,-93.475228,7,896,1,70,20,560,17,43,0,7
NEW HOPE P-04|2310,Hennepin County,45.006121,-93.475228,3,885,1,56,15,559,20,41,0,5
NEW HOPE P-05|2315,Hennepin County,45.006121,-93.475228,4,684,0,35,19,297,12,23,1,6
NEW HOPE P-06|2320,Hennepin County,45.006121,-93.475228,3,385,0,7,8,195,1,11,0,3
NEW HOPE P-07|2330,Hennepin County,45.006121,-93.475228,3,1142,0,78,26,712,20,53,0,9
NEW HOPE P-08|2335,Hennepin County,45.006121,-93.475228,0,907,1,45,31,416,15,24,3,4
ORONO P-01|2355,Hennepin County,45.006121,-93.475228,0,653,0,55,8,725,36,36,1,2
ORONO P-02|2360,Hennepin County,45.006121,-93.475228,0,278,0,29,7,381,12,8,0,1
ORONO P-3A|2365,Hennepin County,45.006121,-93.475228,3,477,1,42,14,623,9,24,0,2
ORONO P-4A|2370,Hennepin County,45.006121,-93.475228,0,754,1,81,17,823,41,46,1,6
OSSEO P-01|2385,Hennepin County,45.006121,-93.475228,11,645,2,69,19,659,10,33,2,5
PLYMOUTH W-1 P-01|2400,Hennepin County,45.006121,-93.475228,3,989,0,71,6,629,17,28,0,2
PLYMOUTH W-1 P-02|2405,Hennepin County,45.006121,-93.475228,6,1752,0,133,22,1369,35,84,2,5
PLYMOUTH W-1 P-03|2410,Hennepin County,45.006121,-93.475228,2,653,0,56,9,563,31,24,0,1
PLYMOUTH W-1 P-04|2415,Hennepin County,45.006121,-93.475228,7,1046,2,78,12,714,23,44,0,4
PLYMOUTH W-1 P-05|2420,Hennepin County,45.006121,-93.475228,9,1024,1,71,12,814,28,25,0,5
PLYMOUTH W-1 P-06|2425,Hennepin County,45.006121,-93.475228,2,673,1,46,9,469,15,29,0,1
PLYMOUTH W-2 P-07|2430,Hennepin County,45.006121,-93.475228,5,1477,4,112,30,1163,46,79,0,2
PLYMOUTH W-2 P-08|2435,Hennepin County,45.006121,-93.475228,5,864,1,57,15,560,24,43,0,1
PLYMOUTH W-2 P-09|2440,Hennepin County,45.006121,-93.475228,5,1456,1,93,28,850,27,48,1,2
PLYMOUTH W-2 P-10|2445,Hennepin County,45.006121,-93.475228,1,689,0,54,7,558,28,24,0,1
PLYMOUTH W-2 P-11|2450,Hennepin County,45.006121,-93.475228,2,734,0,53,12,622,17,25,0,4
PLYMOUTH W-2 P-12|2455,Hennepin County,45.006121,-93.475228,7,644,1,63,12,657,13,31,0,5
PLYMOUTH W-3 P-13|2460,Hennepin County,45.006121,-93.475228,6,1198,0,88,27,771,31,35,0,2
PLYMOUTH W-3 P-14|2465,Hennepin County,45.006121,-93.475228,8,1739,1,128,30,1035,41,75,2,7
PLYMOUTH W-3 P-15|2470,Hennepin County,45.006121,-93.475228,7,877,2,78,18,604,15,50,0,8
PLYMOUTH W-3 P-16|2475,Hennepin County,45.006121,-93.475228,2,1301,3,84,24,840,26,46,1,7
PLYMOUTH W-3 P-17|2480,Hennepin County,45.006121,-93.475228,2,732,0,52,23,418,13,27,0,5
PLYMOUTH W-4 P-18|2485,Hennepin County,45.006121,-93.475228,5,972,1,86,21,820,26,51,0,3
PLYMOUTH W-4 P-19|2490,Hennepin County,45.006121,-93.475228,4,726,0,51,16,511,21,36,0,3
PLYMOUTH W-4 P-20|2495,Hennepin County,45.006121,-93.475228,5,1010,1,93,19,814,19,48,2,3
PLYMOUTH W-4 P-21|2500,Hennepin County,45.006121,-93.475228,8,1023,0,76,16,683,34,58,0,5
PLYMOUTH W-4 P-22|2505,Hennepin County,45.006121,-93.475228,11,1124,1,62,25,667,21,42,2,4
PLYMOUTH W-4 P-23|2510,Hennepin County,45.006121,-93.475228,1,967,0,81,17,621,24,34,1,7
RICHFIELD W-1 P-03|2575,Hennepin County,45.006121,-93.475228,9,1555,0,107,31,645,22,48,3,13
RICHFIELD W-1 P-04|2580,Hennepin County,45.006121,-93.475228,3,1227,1,89,40,532,22,29,0,9
RICHFIELD W-1 P-05|2585,Hennepin County,45.006121,-93.475228,4,1485,0,83,24,633,18,39,1,2
RICHFIELD W-2 P-02|2590,Hennepin County,45.006121,-93.475228,8,1705,2,95,44,607,28,53,4,10
RICHFIELD W-2 P-06|2595,Hennepin County,45.006121,-93.475228,4,1502,4,107,42,610,27,61,1,10
RICHFIELD W-2 P-07|2600,Hennepin County,45.006121,-93.475228,2,1036,0,60,25,441,28,39,1,5
RICHFIELD W-3 P-01|2605,Hennepin County,45.006121,-93.475228,2,912,0,48,16,371,7,24,1,5
RICHFIELD W-3 P-08|2610,Hennepin County,45.006121,-93.475228,3,1009,1,56,24,436,13,29,0,10
RICHFIELD W-3 P-09|2615,Hennepin County,45.006121,-93.475228,2,1493,1,67,45,564,31,38,1,16
ROBBINSDALE W-1|2645,Hennepin County,45.006121,-93.475228,7,1221,2,63,43,565,21,32,1,15
ROBBINSDALE W-2|2655,Hennepin County,45.006121,-93.475228,11,1514,0,79,41,537,18,62,2,6
ROBBINSDALE W-3|2665,Hennepin County,45.006121,-93.475228,9,1153,0,74,39,516,15,44,1,11
ROBBINSDALE W-4|2675,Hennepin County,45.006121,-93.475228,3,1335,1,64,36,456,18,29,1,13
ROCKFORD P-01|2695,Hennepin County,45.006121,-93.475228,2,57,0,17,3,103,0,2,0,1
ROGERS P-01|2710,Hennepin County,45.006121,-93.475228,11,883,0,113,26,1572,19,42,2,8
ROGERS P-02|2715,Hennepin County,45.006121,-93.475228,13,1334,5,170,28,2444,32,87,0,7
SHOREWOOD P-1|2720,Hennepin County,45.006121,-93.475228,0,47,0,6,1,77,0,5,0,0
SHOREWOOD P-2|2725,Hennepin County,45.006121,-93.475228,1,705,1,61,18,704,21,29,1,3
SHOREWOOD P-3|2730,Hennepin County,45.006121,-93.475228,4,655,0,54,19,575,16,38,1,3
SHOREWOOD P-4|2735,Hennepin County,45.006121,-93.475228,3,907,0,82,18,803,45,47,0,3
SPRING PARK P-01|2755,Hennepin County,45.006121,-93.475228,2,425,0,39,12,534,15,14,0,5
ST ANTHONY P-01|2765,Hennepin County,45.006121,-93.475228,2,895,0,40,11,449,16,26,0,4
ST ANTHONY P-02|2770,Hennepin County,45.006121,-93.475228,6,1359,2,93,16,629,20,51,2,8
ST BONIFACIUS P-01|2780,Hennepin County,45.006121,-93.475228,5,437,2,57,17,777,9,27,1,6
ST LOUIS PARK W-1 P-01|2790,Hennepin County,45.006121,-93.475228,0,1677,0,63,21,541,27,29,1,4
ST LOUIS PARK W-1 P-02|2795,Hennepin County,45.006121,-93.475228,9,1902,2,128,42,622,25,53,2,12
ST LOUIS PARK W-1 P-03|2800,Hennepin County,45.006121,-93.475228,2,755,1,62,10,189,18,6,0,4
ST LOUIS PARK W-1 P-04|2805,Hennepin County,45.006121,-93.475228,2,614,0,57,13,244,10,14,0,5
ST LOUIS PARK W-2 P-05|2810,Hennepin County,45.006121,-93.475228,0,873,0,66,15,346,10,18,0,4
ST LOUIS PARK W-2 P-06|2815,Hennepin County,45.006121,-93.475228,0,1588,1,94,31,455,28,45,1,4
ST LOUIS PARK W-2 P-07|2820,Hennepin County,45.006121,-93.475228,3,1789,1,103,18,415,32,43,0,3
ST LOUIS PARK W-2 P-08|2825,Hennepin County,45.006121,-93.475228,1,1193,1,68,23,413,16,21,3,4
ST LOUIS PARK W-3 P-09|2830,Hennepin County,45.006121,-93.475228,5,1149,0,58,20,345,14,23,2,2
ST LOUIS PARK W-3 P-10|2835,Hennepin County,45.006121,-93.475228,4,1011,1,79,28,360,18,19,0,4
ST LOUIS PARK W-3 P-11|2840,Hennepin County,45.006121,-93.475228,5,998,1,62,21,285,13,21,1,8
ST LOUIS PARK W-3 P-12|2845,Hennepin County,45.006121,-93.475228,12,1577,0,83,45,547,33,34,1,11
ST LOUIS PARK W-4 P-13|2850,Hennepin County,45.006121,-93.475228,6,1010,1,64,21,454,16,24,1,3
ST LOUIS PARK W-4 P-14|2855,Hennepin County,45.006121,-93.475228,7,1876,2,96,24,535,27,40,2,8
ST LOUIS PARK W-4 P-15|2860,Hennepin County,45.006121,-93.475228,4,1109,1,91,25,377,19,35,1,9
ST LOUIS PARK W-4 P-16|2865,Hennepin County,45.006121,-93.475228,1,941,2,75,27,369,19,29,0,3
TONKA BAY P-01|2900,Hennepin County,45.006121,-93.475228,0,468,0,44,2,478,17,25,0,4
WAYZATA P-01|2910,Hennepin County,45.006121,-93.475228,2,1354,1,86,18,1238,63,58,1,2
WOODLAND P-01|2925,Hennepin County,45.006121,-93.475228,0,132,0,16,4,151,3,10,0,0
BLACK HAMMER TWP.|5,Houston County,43.66699,-91.501556,1,68,0,8,1,77,0,0,1,1
BROWNSVILLE TWP.|15,Houston County,43.66699,-91.501556,0,111,0,3,2,141,2,3,0,1
BROWNSVILLE|10,Houston County,43.66699,-91.501556,1,134,0,20,4,122,2,5,0,3
CALEDONIA P-1|20,Houston County,43.66699,-91.501556,1,211,0,19,8,337,1,8,0,3
CALEDONIA P-2|25,Houston County,43.66699,-91.501556,0,284,0,37,13,437,5,4,1,3
CALEDONIA TWP.|30,Houston County,43.66699,-91.501556,1,120,0,27,4,217,3,3,0,1
CROOKED CREEK TWP.|35,Houston County,43.66699,-91.501556,0,65,0,2,2,73,1,1,0,0
EITZEN|40,Houston County,43.66699,-91.501556,0,42,0,3,0,94,0,2,0,0
HOKAH TWP.|50,Houston County,43.66699,-91.501556,2,123,0,6,4,169,4,6,0,4
HOKAH|45,Houston County,43.66699,-91.501556,0,107,0,17,10,134,2,3,0,4
HOUSTON TWP.|60,Houston County,43.66699,-91.501556,0,81,0,9,3,163,1,4,0,1
HOUSTON|55,Houston County,43.66699,-91.501556,3,148,0,18,5,294,4,15,0,4
JEFFERSON TWP.|65,Houston County,43.66699,-91.501556,1,23,0,3,1,33,0,0,0,0
LA CRESCENT P-1|70,Houston County,43.66699,-91.501556,5,618,0,36,17,698,20,23,0,5
LA CRESCENT P-2|75,Houston County,43.66699,-91.501556,1,511,1,30,17,390,19,9,1,10
LA CRESCENT P-3|76,Houston County,43.66699,-91.501556,1,260,0,22,6,251,6,7,0,1
LA CRESCENT TWP.|80,Houston County,43.66699,-91.501556,4,285,0,37,4,417,2,12,0,2
MAYVILLE TWP.|85,Houston County,43.66699,-91.501556,0,65,0,9,0,129,2,1,0,1
MONEY CREEK TWP.|90,Houston County,43.66699,-91.501556,0,82,0,5,5,229,2,6,0,3
MOUND PRAIRIE TWP.|95,Houston County,43.66699,-91.501556,1,137,0,20,6,184,2,2,0,1
SHELDON TWP.|100,Houston County,43.66699,-91.501556,1,43,1,6,2,105,1,2,0,0
SPRING GROVE TWP.|110,Houston County,43.66699,-91.501556,1,75,0,5,1,142,3,5,0,1
SPRING GROVE|105,Houston County,43.66699,-91.501556,1,303,0,22,7,304,2,6,0,2
UNION TWP.|115,Houston County,43.66699,-91.501556,1,65,0,6,3,131,2,1,0,0
WILMINGTON TWP.|120,Houston County,43.66699,-91.501556,2,84,0,12,2,131,1,4,1,0
WINNEBAGO TWP.|125,Houston County,43.66699,-91.501556,0,32,0,1,3,88,1,5,0,0
YUCATAN TWP.|130,Houston County,43.66699,-91.501556,1,68,0,11,5,126,1,1,0,1
AKELEY TWP.|10,Hubbard County,47.095551,-94.91329,0,102,0,8,2,199,2,2,0,0
AKELEY|5,Hubbard County,47.095551,-94.91329,1,53,0,6,2,116,3,1,0,1
ARAGO TWP.|15,Hubbard County,47.095551,-94.91329,1,101,0,10,3,262,1,5,1,3
BADOURA TWP.|20,Hubbard County,47.095551,-94.91329,1,21,1,0,1,39,1,4,0,0
CLAY TWP.|22,Hubbard County,47.095551,-94.91329,1,16,0,3,1,33,2,3,0,0
CLOVER TWP.|25,Hubbard County,47.095551,-94.91329,0,35,0,3,0,69,0,1,0,1
CROW WING LAKE TWP.|30,Hubbard County,47.095551,-94.91329,1,71,0,2,1,137,1,4,0,0
FARDEN TWP. P-1|35,Hubbard County,47.095551,-94.91329,5,172,0,23,14,288,6,6,1,3
FARDEN TWP. P-2|37,Hubbard County,47.095551,-94.91329,0,21,0,2,1,25,0,0,0,0
FERN TWP.|40,Hubbard County,47.095551,-94.91329,0,39,0,1,0,98,2,5,0,1
GUTHRIE TWP.|45,Hubbard County,47.095551,-94.91329,3,68,1,10,4,214,7,3,1,1
HART LAKE TWP. P-1|50,Hubbard County,47.095551,-94.91329,1,61,0,7,3,152,0,2,0,0
HART LAKE TWP. P-2|52,Hubbard County,47.095551,-94.91329,0,22,0,3,0,27,0,0,0,0
HELGA TWP.|55,Hubbard County,47.095551,-94.91329,2,247,1,23,7,583,6,17,0,1
HENDRICKSON TWP.|60,Hubbard County,47.095551,-94.91329,1,38,0,5,0,118,4,4,0,0
HENRIETTA TWP.|65,Hubbard County,47.095551,-94.91329,3,222,0,34,9,590,5,23,1,2
HUBBARD TWP.|70,Hubbard County,47.095551,-94.91329,2,117,0,14,7,305,0,4,0,1
LA PORTE|100,Hubbard County,47.095551,-94.91329,2,22,0,0,1,38,1,2,1,0
LAKE ALICE TWP.|75,Hubbard County,47.095551,-94.91329,0,11,0,2,0,37,0,0,0,0
LAKE EMMA TWP.|80,Hubbard County,47.095551,-94.91329,1,254,0,11,6,363,4,6,0,4
LAKE GEORGE TWP.|85,Hubbard County,47.095551,-94.91329,0,52,0,7,1,166,1,1,0,0
LAKE HATTIE TWP.|90,Hubbard County,47.095551,-94.91329,0,24,0,3,1,74,1,0,0,0
LAKEPORT TWP. P-1|95,Hubbard County,47.095551,-94.91329,2,168,0,19,3,228,6,7,1,1
LAKEPORT TWP. P-2|97,Hubbard County,47.095551,-94.91329,0,11,0,0,0,25,1,1,0,0
MANTRAP TWP.|105,Hubbard County,47.095551,-94.91329,0,123,0,5,2,210,1,0,0,1
NEVIS TWP.|115,Hubbard County,47.095551,-94.91329,1,220,0,29,6,407,9,3,0,1
NEVIS|110,Hubbard County,47.095551,-94.91329,0,60,0,7,2,133,3,2,0,2
PARK RAPIDS P-1|120,Hubbard County,47.095551,-94.91329,3,232,0,31,13,394,4,13,0,3
PARK RAPIDS P-2|122,Hubbard County,47.095551,-94.91329,10,331,1,28,20,661,8,7,0,3
ROCKWOOD TWP.|125,Hubbard County,47.095551,-94.91329,1,90,0,10,8,163,6,6,0,0
SCHOOLCRAFT TWP.|130,Hubbard County,47.095551,-94.91329,1,11,0,3,2,52,1,1,0,0
STEAMBOAT RIVER TWP. P-1|135,Hubbard County,47.095551,-94.91329,0,23,0,0,0,43,0,2,0,0
STEAMBOAT RIVER TWP. P-2|137,Hubbard County,47.095551,-94.91329,1,0,0,0,0,2,0,2,0,0
STRAIGHT RIVER TWP.|140,Hubbard County,47.095551,-94.91329,1,101,1,5,6,297,5,2,0,1
THORPE TWP.|145,Hubbard County,47.095551,-94.91329,0,17,0,0,0,9,3,0,0,0
TODD TWP. P-1|150,Hubbard County,47.095551,-94.91329,3,161,0,14,5,514,5,10,2,1
